怪物名稱,等級 ,生命值,基礎經驗,掉落物品
Dark Nependeath (黑食人花),47,2700,115,Dark Crystal Ore (黑暗母礦)
Dark Nependeath (黑食人花),47,2700,115,The Summoning Rock (召喚石)
Dark Nependeath (黑食人花),47,2700,115,Adamantium Ore (朱礦石母礦)
Dark Nependeath (黑食人花),47,2700,115,Topaz Ore (黃晶母礦)
Nependeath (食人花),42,2100,99,Gold Nordic Helm (黃金諾曼頭盔)
Nependeath (食人花),42,2100,99,Blue Pilfer (藍海盜頭巾)
Nependeath (食人花),42,2100,99,Marine Shadow (滄海之影)
Nependeath (食人花),42,2100,99,Dark Piettra (黑女貴族服)
Nependeath (食人花),42,2100,99,White Calas (白魔法戰士衣)
Nependeath (食人花),42,2100,99,Green Lumati (綠貴族禮服)
Nependeath (食人花),42,2100,99,Marine Shadow Pants (滄海之褲)
Nependeath (食人花),42,2100,99,Dark Piettra Skirt (黑貴族裙)
Nependeath (食人花),42,2100,99,Red Silky Boots (紅錦絲鞋)
Nependeath (食人花),42,2100,99,Red Goni Shoes (紅雷電鞋)
Nependeath (食人花),42,2100,99,Gold Brist (黃金合金手套)
Nependeath (食人花),42,2100,99,Korean Fan (太極扇)
Nependeath (食人花),42,2100,99,Hall Staff (護法之杖)
Nependeath (食人花),42,2100,99,Blood Avarice (赤紅護腕)
Nependeath (食人花),42,2100,99,White Potion (白色藥水)
Nependeath (食人花),42,2100,99,Blue Potion (藍色藥水)
Nependeath (食人花),42,2100,99,Nependeath's Honey (食人花的花蜜)
Nependeath (食人花),42,2100,99,Scroll for Cape for Weapon DEF 60% (披風防禦卷軸60%)
Nependeath (食人花),42,2100,99,Scroll for Cape for Weapon DEF 10% (披風防禦卷軸10%)
Nependeath (食人花),42,2100,99,Scroll for Bow for ATT 60% (弓攻擊卷軸60%)
Nependeath (食人花),42,2100,99,Nependeath Seed (食人花的種子)
Nependeath (食人花),42,2100,99,LUK Crystal Ore (幸運母礦)
Nependeath (食人花),42,2100,99,Bronze Ore (青銅母礦)
Nependeath (食人花),42,2100,99,Emerald Ore (祖母綠母礦)
Lunar Pixie (月光精靈),45,2500,105,Brown Sonata (黃黑太陽帽)
Lunar Pixie (月光精靈),45,2500,105,Aqua Golden Circlet (水黃金法冠)
Lunar Pixie (月光精靈),45,2500,105,Red Misty (紅色皇家頭巾)
Lunar Pixie (月光精靈),45,2500,105,White Piette (白貴族之服)
Lunar Pixie (月光精靈),45,2500,105,Blue Jangoon Armor (青金鎧甲)
Lunar Pixie (月光精靈),45,2500,105,Red Moon (赤月)
Lunar Pixie (月光精靈),45,2500,105,Lined Kismet (青仙白宮)
Lunar Pixie (月光精靈),45,2500,105,Blue Calaf (藍妖精禮服)
Lunar Pixie (月光精靈),45,2500,105,Blue Piette Pants (藍貴族褲)
Lunar Pixie (月光精靈),45,2500,105,Brown Jangoon Pants (黃金褲)
Lunar Pixie (月光精靈),45,2500,105,Red Moon Pants (赤月褲)
Lunar Pixie (月光精靈),45,2500,105,Red Pierre Shoes (紅精靈鞋)
Lunar Pixie (月光精靈),45,2500,105,Dark Briggon (黑輕便手套)
Lunar Pixie (月光精靈),45,2500,105,Gold Arbion (黃金追擊手套)
Lunar Pixie (月光精靈),45,2500,105,Black Schult (黑色舒爾特手套)
Lunar Pixie (月光精靈),45,2500,105,Battle Shield (戰鬥盾牌)
Lunar Pixie (月光精靈),45,2500,105,Mokbi ThrowingnoneStars (黑色利刃)
Lunar Pixie (月光精靈),45,2500,105,Yellow Umbrella (黃色雨傘)
Lunar Pixie (月光精靈),45,2500,105,White Potion (白色藥水)
Lunar Pixie (月光精靈),45,2500,105,Blue Potion (藍色藥水)
Lunar Pixie (月光精靈),45,2500,105,Scroll for Earring for LUK 100% (耳環幸運卷軸100%)
Lunar Pixie (月光精靈),45,2500,105,Scroll for Shoes for Jump 10% (鞋子跳躍卷軸10%)
Lunar Pixie (月光精靈),45,2500,105,Scroll for Cape for STR 100% (披風力量卷軸100%)
Lunar Pixie (月光精靈),45,2500,105,Scroll for two handed Axe for Accuracy 10% (雙手斧命中卷軸10%)
Lunar Pixie (月光精靈),45,2500,105,Scroll for two Handed BW for Accuracy 10% (雙手棍命中卷軸10%)
Lunar Pixie (月光精靈),45,2500,105,Lunar Pixie's Moonpiece (月光精靈的碎片)
Lunar Pixie (月光精靈),45,2500,105,Stiff Feather (堅硬的羽毛)
Lunar Pixie (月光精靈),45,2500,105,Wisdom Crystal Ore (智慧母礦)
Lunar Pixie (月光精靈),45,2500,105,The Magic Rock (魔法石)
Lunar Pixie (月光精靈),45,2500,105,Silver Ore (銀的母礦)
Lunar Pixie (月光精靈),45,2500,105,Sapphire Ore (藍寶石母礦)
Jr. Cerebes  (小獵犬),43,2300,102,Bronze Crusader Helm (青銅十字軍帽)
Jr. Cerebes  (小獵犬),43,2300,102,Green Sonata (綠黑太陽帽)
Jr. Cerebes  (小獵犬),43,2300,102,Dark Golden Circlet (黑黃金法冠)
Jr. Cerebes  (小獵犬),43,2300,102,Blue Shouldermail (藍板金鎧甲)
Jr. Cerebes  (小獵犬),43,2300,102,Brown Piettra (褐女貴族服)
Jr. Cerebes  (小獵犬),43,2300,102,Bloody Mantis (赤飛影之服)
Jr. Cerebes  (小獵犬),43,2300,102,White Chaos Robe (白魔力長袍)
Jr. Cerebes  (小獵犬),43,2300,102,Brown Piettra Skirt (褐貴族裙)
Jr. Cerebes  (小獵犬),43,2300,102,Lined Shoes (綠流星鞋)
Jr. Cerebes  (小獵犬),43,2300,102,Dark Trigger (黑鐵頭鞋)
Jr. Cerebes  (小獵犬),43,2300,102,Dark Brace (黑勇氣手套)
Jr. Cerebes  (小獵犬),43,2300,102,Mokbi ThrowingnoneStars (黑色利刃)
Jr. Cerebes  (小獵犬),43,2300,102,Titan (巨人錘)
Jr. Cerebes  (小獵犬),43,2300,102,Fish Spear (海神叉)
Jr. Cerebes  (小獵犬),43,2300,102,The Nine Dragons (九龍刀)
Jr. Cerebes  (小獵犬),43,2300,102,Steel Slain (鋼鐵手甲)
Jr. Cerebes  (小獵犬),43,2300,102,White Potion (白色藥水)
Jr. Cerebes  (小獵犬),43,2300,102,Blue Potion (藍色藥水)
Jr. Cerebes  (小獵犬),43,2300,102,Scroll for Bottomwear for DEX 100% (褲裙敏捷卷軸100%)
Jr. Cerebes  (小獵犬),43,2300,102,Scroll for Cape for INT 10% (披風智力卷軸10%)
Jr. Cerebes  (小獵犬),43,2300,102,Leather (動物皮)
Jr. Cerebes  (小獵犬),43,2300,102,Jr. Cerebes Tooth (小獵犬的尖牙)
Jr. Cerebes  (小獵犬),43,2300,102,Stiff Feather (堅硬的羽毛)
Jr. Cerebes  (小獵犬),43,2300,102,LUK Crystal Ore (幸運母礦)
Jr. Cerebes  (小獵犬),43,2300,102,Steel Ore (鋼鐵母礦)
Jr. Cerebes  (小獵犬),43,2300,102,Topaz Ore (黃晶母礦)
Jr. Yeti (小雪球),50,3700,135,Old Bronze Nordic Helm (舊青銅諾曼頭盔)
Jr. Yeti (小雪球),50,3700,135,Umber Mantis (黑飛影之服)
Jr. Yeti (小雪球),50,3700,135,Blue Anakamoon (藍神聖服)
Jr. Yeti (小雪球),50,3700,135,Blue Lumati (藍貴族禮服)
Jr. Yeti (小雪球),50,3700,135,Blue Anakarune (藍聖黨之服)
Jr. Yeti (小雪球),50,3700,135,Red Anakarune (紅聖黨之服)
Jr. Yeti (小雪球),50,3700,135,Green Plasteer (綠色強化服)
Jr. Yeti (小雪球),50,3700,135,Umber Mantis Pants (黑飛影之褲)
Jr. Yeti (小雪球),50,3700,135,Purple Salt Shoes (紫守護鞋)
Jr. Yeti (小雪球),50,3700,135,Mithril Wolfskin (鋰礦精神手套)
Jr. Yeti (小雪球),50,3700,135,Crescent Polearm (月牙戟)
Jr. Yeti (小雪球),50,3700,135,Red Viper (火焰之弓)
Jr. Yeti (小雪球),50,3700,135,White Potion (白色藥水)
Jr. Yeti (小雪球),50,3700,135,Blue Potion (藍色藥水)
Jr. Yeti (小雪球),50,3700,135,Elixir (特殊藥水)
Jr. Yeti (小雪球),50,3700,135,Red Bean Porridge (小豆粥)
Jr. Yeti (小雪球),50,3700,135,Scroll for Earring for LUK 60% (耳環幸運卷軸60%)
Jr. Yeti (小雪球),50,3700,135,Scroll for Gloves for ATT 60% (手套攻擊卷軸60%)
Jr. Yeti (小雪球),50,3700,135,Scroll for Shield for LUK 10% (盾牌幸運卷軸10%)
Jr. Yeti (小雪球),50,3700,135,Scroll for Shield for STR 10% (盾牌力量卷軸10%)
Jr. Yeti (小雪球),50,3700,135,Scroll for one handed Sword for Accuracy 10% (單手劍命中卷軸10%)
Jr. Yeti (小雪球),50,3700,135,Scroll for one handed Axe for Accuracy 100% (單手斧命中卷軸100%)
Jr. Yeti (小雪球),50,3700,135,Scroll for Crossbow for ATT 10% (弩攻擊卷軸10%)
Jr. Yeti (小雪球),50,3700,135,Leather (動物皮)
Jr. Yeti (小雪球),50,3700,135,Jr. Yeti Skin (雪吉拉之皮)
Jr. Yeti (小雪球),50,3700,135,Soft Feather (柔軟的羽毛)
Jr. Yeti (小雪球),50,3700,135,DEX Crystal Ore (敏捷母礦)
Jr. Yeti (小雪球),50,3700,135,Mithril Ore (鋰礦石母礦)
Jr. Yeti (小雪球),50,3700,135,Amethyst Ore (紫水晶母礦)
Jr. Yeti (小雪球),50,3700,135,Red Bean Porridge (小豆粥)
Lustar Pixie (日光精靈),52,4000,155,Bronze Crusader Helm (青銅十字軍帽)
Lustar Pixie (日光精靈),52,4000,155,Dark Pilfer (黑海盜頭巾)
Lustar Pixie (日光精靈),52,4000,155,Brown Sonata (黃黑太陽帽)
Lustar Pixie (日光精靈),52,4000,155,White Piette (白貴族之服)
Lustar Pixie (日光精靈),52,4000,155,Oaker Shouldermail (褐板金鎧甲)
Lustar Pixie (日光精靈),52,4000,155,Red Calaf (紅妖精禮服)
Lustar Pixie (日光精靈),52,4000,155,Orange Calaf (朱紅妖精禮服)
Lustar Pixie (日光精靈),52,4000,155,Blue Piette Pants (藍貴族褲)
Lustar Pixie (日光精靈),52,4000,155,Oaker Shouldermail Pants (褐板金褲)
Lustar Pixie (日光精靈),52,4000,155,Red Pierre Shoes (紅精靈鞋)
Lustar Pixie (日光精靈),52,4000,155,Blue Goni Shoes (藍雷電鞋)
Lustar Pixie (日光精靈),52,4000,155,Orihalcon Hildon Boots (紫礦將軍靴)
Lustar Pixie (日光精靈),52,4000,155,Red Gore Boots (紫花精鞋)
Lustar Pixie (日光精靈),52,4000,155,Steel Manute (鋼鐵封印手套)
Lustar Pixie (日光精靈),52,4000,155,Black Schult (黑色舒爾特手套)
Lustar Pixie (日光精靈),52,4000,155,Battle Shield (戰鬥盾牌)
Lustar Pixie (日光精靈),52,4000,155,Mighty Bullet (強力子彈)
Lustar Pixie (日光精靈),52,4000,155,Mokbi ThrowingnoneStars (黑色利刃)
Lustar Pixie (日光精靈),52,4000,155,Titan (巨人錘)
Lustar Pixie (日光精靈),52,4000,155,White Potion (白色藥水)
Lustar Pixie (日光精靈),52,4000,155,Blue Potion (藍色藥水)
Lustar Pixie (日光精靈),52,4000,155,Elixir (特殊藥水)
Lustar Pixie (日光精靈),52,4000,155,Scroll for Earring for Defense 100% (耳環防禦卷軸100%)
Lustar Pixie (日光精靈),52,4000,155,Scroll for Topwear for LUK 10% (上衣幸運卷軸10%)
Lustar Pixie (日光精靈),52,4000,155,Scroll for Topwear for LUK 100% (上衣幸運卷軸100%)
Lustar Pixie (日光精靈),52,4000,155,Scroll for Overall Armor for DEF 60% (套服防禦卷軸60%)
Lustar Pixie (日光精靈),52,4000,155,Scroll for Cape for INT 10% (披風智力卷軸10%)
Lustar Pixie (日光精靈),52,4000,155,Scroll for one handed Sword for Accuracy 60% (單手劍命中卷軸60%)
Lustar Pixie (日光精靈),52,4000,155,Luster Pixie's Sunpiece (日光精靈的碎片)
Lustar Pixie (日光精靈),52,4000,155,Soft Feather (柔軟的羽毛)
Lustar Pixie (日光精靈),52,4000,155,Power Crystal Ore (力量母礦)
Lustar Pixie (日光精靈),52,4000,155,Dark Crystal Ore (黑暗母礦)
Lustar Pixie (日光精靈),52,4000,155,The Summoning Rock (召喚石)
Lustar Pixie (日光精靈),52,4000,155,Gold Ore (黃金母礦)
Lustar Pixie (日光精靈),52,4000,155,AquaMarine Ore (海藍石母礦)
Cellion (紅獨角獅),33,1100,65,Silver Crusader Helm (銀製十字軍帽子)
Cellion (紅獨角獅),33,1100,65,Hearted Earrings (愛心耳環)
Cellion (紅獨角獅),33,1100,65,Red China (赤陽)
Cellion (紅獨角獅),33,1100,65,Dark Shouldermail (黑將軍鎧甲)
Cellion (紅獨角獅),33,1100,65,Red Anakamoon (紅神聖服)
Cellion (紅獨角獅),33,1100,65,Orange Tai (朱旋風甲)
Cellion (紅獨角獅),33,1100,65,Red China Pants (赤陽褲)
Cellion (紅獨角獅),33,1100,65,Dark Shouldermail Pants (黑將軍褲)
Cellion (紅獨角獅),33,1100,65,Blue Moon Shoes (藍月鞋)
Cellion (紅獨角獅),33,1100,65,Maroon Jangoon Shoes (紫金月鞋)
Cellion (紅獨角獅),33,1100,65,Black Basile Boots (黑色巴西里靴)
Cellion (紅獨角獅),33,1100,65,Dark Cleave (黑盜賊手套)
Cellion (紅獨角獅),33,1100,65,Blaze Capsule (火焰膠囊)
Cellion (紅獨角獅),33,1100,65,Zard (半月巨刀)
Cellion (紅獨角獅),33,1100,65,White Potion (白色藥水)
Cellion (紅獨角獅),33,1100,65,Blue Potion (藍色藥水)
Cellion (紅獨角獅),33,1100,65,Elixir (特殊藥水)
Cellion (紅獨角獅),33,1100,65,Scroll for Shield for STR 10% (盾牌力量卷軸10%)
Cellion (紅獨角獅),33,1100,65,Scroll for Cape for STR 100% (披風力量卷軸100%)
Cellion (紅獨角獅),33,1100,65,Scroll for one handed Sword for ATT 10% (單手劍攻擊卷軸10%)
Cellion (紅獨角獅),33,1100,65,Scroll for one handed Axe for ATT 10% (單手斧攻擊卷軸10%)
Cellion (紅獨角獅),33,1100,65,Scroll for two Handed BW for Accuracy 60% (雙手棍命中卷軸60%)
Cellion (紅獨角獅),33,1100,65,Holy Water (聖水)
Cellion (紅獨角獅),33,1100,65,Cellion Tail (紅獨角獅尾)
Cellion (紅獨角獅),33,1100,65,Soft Feather (柔軟的羽毛)
Cellion (紅獨角獅),33,1100,65,Power Crystal Ore (力量母礦)
Cellion (紅獨角獅),33,1100,65,The Magic Rock (魔法石)
Cellion (紅獨角獅),33,1100,65,Orihalcon Ore (紫礦石母礦)
Cellion (紅獨角獅),33,1100,65,Garnet Ore (石榴石母礦)
Lioner (黃獨角獅),33,1100,65,Emerald Dome (祖母綠武士頭盔)
Lioner (黃獨角獅),33,1100,65,Blue Bone Helm (藍色骷髏頭盔)
Lioner (黃獨角獅),33,1100,65,Red Pilfer (紅海盜頭巾)
Lioner (黃獨角獅),33,1100,65,Red Polyfeather Hat (赤弓羽)
Lioner (黃獨角獅),33,1100,65,Brown Leather Ocean Hat (褐色皮製遠洋帽)
Lioner (黃獨角獅),33,1100,65,Dark Shadow (黑暗之影)
Lioner (黃獨角獅),33,1100,65,Red Choro (赤草露)
Lioner (黃獨角獅),33,1100,65,Dark Shadow Pants (黑暗之褲)
Lioner (黃獨角獅),33,1100,65,Tip Boots (綠弓手鞋)
Lioner (黃獨角獅),33,1100,65,Purple Goni Shoes (紫雷電鞋)
Lioner (黃獨角獅),33,1100,65,Steel Brist (鋼鐵合金手套)
Lioner (黃獨角獅),33,1100,65,Red Pennance (紅元素手套)
Lioner (黃獨角獅),33,1100,65,Mighty Bullet (強力子彈)
Lioner (黃獨角獅),33,1100,65,Jeweled Katar (樹靈之劍)
Lioner (黃獨角獅),33,1100,65,Blue Counter (青光斧)
Lioner (黃獨角獅),33,1100,65,White Potion (白色藥水)
Lioner (黃獨角獅),33,1100,65,Blue Potion (藍色藥水)
Lioner (黃獨角獅),33,1100,65,Elixir (特殊藥水)
Lioner (黃獨角獅),33,1100,65,Scroll for Cape for INT 10% (披風智力卷軸10%)
Lioner (黃獨角獅),33,1100,65,Scroll for two handed Sword for ATT 60% (雙手劍攻擊卷軸60%)
Lioner (黃獨角獅),33,1100,65,Scroll for two Handed BW for Accuracy 60% (雙手棍命中卷軸60%)
Lioner (黃獨角獅),33,1100,65,Lioner Tail (黃獨角獅尾)
Lioner (黃獨角獅),33,1100,65,Soft Feather (柔軟的羽毛)
Lioner (黃獨角獅),33,1100,65,Wisdom Crystal Ore (智慧母礦)
Lioner (黃獨角獅),33,1100,65,The Summoning Rock (召喚石)
Lioner (黃獨角獅),33,1100,65,Mithril Ore (鋰礦石母礦)
Lioner (黃獨角獅),33,1100,65,Emerald Ore (祖母綠母礦)
Grupin (藍獨角獅),33,1100,65,Brown Jester (褐色術士帽)
Grupin (藍獨角獅),33,1100,65,Red Guiltian (紅魔道之帽)
Grupin (藍獨角獅),33,1100,65,Red Pilfer (紅海盜頭巾)
Grupin (藍獨角獅),33,1100,65,Purple Cast Linen (紫色亞麻水手頭巾)
Grupin (藍獨角獅),33,1100,65,Blue Moon (藍月耳環)
Grupin (藍獨角獅),33,1100,65,Crystal Flower Earrings (水仙耳環)
Grupin (藍獨角獅),33,1100,65,Blue Moon (青月)
Grupin (藍獨角獅),33,1100,65,Brown Jangoon Armor (黃鎮月鎧甲)
Grupin (藍獨角獅),33,1100,65,Orange Calas (朱紅魔法戰士衣)
Grupin (藍獨角獅),33,1100,65,Lined Kismet (青仙白宮)
Grupin (藍獨角獅),33,1100,65,Orange Calaf (朱紅妖精禮服)
Grupin (藍獨角獅),33,1100,65,Blue Moon Pants (青月褲)
Grupin (藍獨角獅),33,1100,65,Brown Jangoon Skirt (黃鎮月裙)
Grupin (藍獨角獅),33,1100,65,Gold Hildon Boots (黃金將軍靴)
Grupin (藍獨角獅),33,1100,65,Blue Pennance (藍元素手套)
Grupin (藍獨角獅),33,1100,65,Blaze Capsule (火焰膠囊)
Grupin (藍獨角獅),33,1100,65,Glaze Capsule (寒冰膠囊)
Grupin (藍獨角獅),33,1100,65,Icicle (冰錐)
Grupin (藍獨角獅),33,1100,65,Tobi ThrowingnoneStars (梅之標)
Grupin (藍獨角獅),33,1100,65,Tamus (巨型錘)
Grupin (藍獨角獅),33,1100,65,Emergency Rescue Tube
Grupin (藍獨角獅),33,1100,65,Deadly Fin (雙翼刃)
Grupin (藍獨角獅),33,1100,65,Thorns (白龍之杖)
Grupin (藍獨角獅),33,1100,65,White Potion (白色藥水)
Grupin (藍獨角獅),33,1100,65,Blue Potion (藍色藥水)
Grupin (藍獨角獅),33,1100,65,Elixir (特殊藥水)
Grupin (藍獨角獅),33,1100,65,Scroll for Earring for LUK 10% (耳環幸運卷軸10%)
Grupin (藍獨角獅),33,1100,65,Scroll for Shield for LUK 60% (盾牌幸運卷軸60%)
Grupin (藍獨角獅),33,1100,65,Scroll for Shield for LUK 10% (盾牌幸運卷軸10%)
Grupin (藍獨角獅),33,1100,65,Scroll for Cape for LUK 10% (披風幸運卷軸10%)
Grupin (藍獨角獅),33,1100,65,Scroll for two handed Sword for ATT 10% (雙手劍攻擊卷軸10%)
Grupin (藍獨角獅),33,1100,65,Grupin Tail (藍獨角獅尾)
Grupin (藍獨角獅),33,1100,65,Soft Feather (柔軟的羽毛)
Grupin (藍獨角獅),33,1100,65,LUK Crystal Ore (幸運母礦)
Grupin (藍獨角獅),33,1100,65,The Magic Rock (魔法石)
Grupin (藍獨角獅),33,1100,65,Steel Ore (鋼鐵母礦)
Grupin (藍獨角獅),33,1100,65,Sapphire Ore (藍寶石母礦)
Hector (野狼),55,4600,170,Green Maro (綠貴族軟帽)
Hector (野狼),55,4600,170,Flame Golden Circlet (火黃金法冠)
Hector (野狼),55,4600,170,Green China (綠陽)
Hector (野狼),55,4600,170,Lined Kismet (青仙白宮)
Hector (野狼),55,4600,170,Green China Pants (綠陽褲)
Hector (野狼),55,4600,170,Yellow Pierre Shoes (黃精靈鞋)
Hector (野狼),55,4600,170,Blue Jangoon Shoes (藍金月鞋)
Hector (野狼),55,4600,170,Dark Arten (黑精靈手套)
Hector (野狼),55,4600,170,Red Cleave (紅盜賊手套)
Hector (野狼),55,4600,170,Green Napoleon (綠色冒險披風)
Hector (野狼),55,4600,170,Kumbi ThrowingnoneStars (雪花標)
Hector (野狼),55,4600,170,Serpent's Coil (金蛇劍)
Hector (野狼),55,4600,170,The Blessing (妖精之錘)
Hector (野狼),55,4600,170,Golden Crow (黃金弩)
Hector (野狼),55,4600,170,Fury Claw (惡魔之爪)
Hector (野狼),55,4600,170,Blue Potion (藍色藥水)
Hector (野狼),55,4600,170,Elixir (特殊藥水)
Hector (野狼),55,4600,170,Scroll for Earring for DEF 60% (耳環防禦力卷軸60%)
Hector (野狼),55,4600,170,Scroll for Cape for DEX 60% (披風敏捷卷軸60%)
Hector (野狼),55,4600,170,Scroll for two Handed Axe for Accuracy 100% (雙手斧命中卷軸100%)
Hector (野狼),55,4600,170,Scroll for Knuckle for Accuracy 10% (指虎命中卷軸10%)
Hector (野狼),55,4600,170,Leather (動物皮)
Hector (野狼),55,4600,170,Hector Tail (野狼之尾巴)
Hector (野狼),55,4600,170,Stiff Feather (堅硬的羽毛)
Hector (野狼),55,4600,170,LUK Crystal Ore (幸運母礦)
Hector (野狼),55,4600,170,Steel Ore (鋼鐵母礦)
Hector (野狼),55,4600,170,Amethyst Ore (紫水晶母礦)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Blue Sonata (藍黑太陽帽)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Aqua Golden Circlet (水黃金法冠)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Holy Cross Earrings (聖十字耳環)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Bronze Platine (青銅暴風甲)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Brown Piettra (褐女貴族服)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Black Jangoon Armor (黑鎮月鎧甲)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Bronze Platine Pants (青銅暴風褲)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Brown Piettra Skirt (褐貴族裙)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Black Jangoon Skirt (黑鎮月裙)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Orange Goldrunners (黃天使鞋)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Gold Moss Boots (金無痕之鞋)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Bronze Clench (青銅戰鬥手套)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Sephia Garner (赤神功手套)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Silver Legend Shield (古老銀盾)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Blue Magic Cape (藍色魔法披風)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Thorns (白龍之杖)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Blue Potion (藍色藥水)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Elixir (特殊藥水)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Red Bean Porridge (小豆粥)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Scroll for Helmet for DEX 100% (頭盔敏捷卷軸100%)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Scroll for Earring for DEX 60% (耳環敏捷卷軸60%)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Scroll for Wand for Magic ATT 60% (短杖魔力卷軸60%)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Scroll for two Handed Axe for Accuracy 60% (雙手斧命中卷軸60%)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Leather (動物皮)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Dark Jr. Yeti Skin (黑吉拉之皮)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Stiff Feather (堅硬的羽毛)
Dark Jr. Yeti (黑色小雪球),56,4400,180,DEX Crystal Ore (敏捷母礦)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Dark Crystal Ore (黑暗母礦)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Orihalcon Ore (紫礦石母礦)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Opal Ore (蛋白石母礦)
Dark Jr. Yeti (黑色小雪球),56,4400,180,Red Bean Porridge (小豆粥)
Coolie Zombie (殭屍),57,4500,190,Green Seraphis (綠和平之帽)
Coolie Zombie (殭屍),57,4500,190,Bronze Identity (青銅忍者頭巾)
